GRIDID,FID_1,Id,POINT_X,POINT_Y,GRIDID_1
152397,152397,0,-82.2649661621,38.8065743515,152397
152398,152398,0,-82.2074579361,38.8001361386,152398
153196,153196,0,-82.3717054225,38.8635221347,153196
153197,153197,0,-82.3141428561,38.857133454,153197
153198,153198,0,-82.2565904002,38.8507180398,153198
153199,153199,0,-82.1990480944,38.8442758991,153199
153200,153200,0,-82.141515978,38.8378070389,153200
153999,153999,0,-82.3633878042,38.9076733011,153999
154000,154000,0,-82.3057910819,38.9012807141,154000
154001,154001,0,-82.2482044883,38.8948613785,154001
154002,154002,0,-82.1906280631,38.8884153013,154002
154003,154003,0,-82.1330618458,38.8819424897,154003
154007,154007,0,-81.9028998457,38.8557840404,154007
154805,154805,0,-82.2974291789,38.9454276594,154805
154806,154806,0,-82.239808408,38.9390043937,154806
154807,154807,0,-82.1821978239,38.9325543714,154807
154808,154808,0,-82.1245974662,38.9260775995,154808
154811,154811,0,-81.9518581468,38.9064868577,154811
154812,154812,0,-81.89429909,38.899903159,154812
154813,154813,0,-81.836750457,38.8932927465,154813
155607,155607,0,-82.346722282,38.9959747412,155607
155608,155608,0,-82.2890571288,38.9895743158,155608
155609,155609,0,-82.231402141,38.9831471114,155609
155610,155610,0,-82.1737573584,38.9766931353,155610
155611,155611,0,-82.1161228206,38.9702123944,155611
155612,155612,0,-82.0584985673,38.963704896,155612
155614,155614,0,-81.9432810727,38.9506096553,155614
155615,155615,0,-81.8856879104,38.9440219274,155615
155616,155616,0,-81.8281051908,38.9374074707,155616
155617,155617,0,-81.7705329533,38.9307662926,155617
156419,156419,0,-82.3383743416,39.0401250671,156419
156420,156420,0,-82.2806749133,39.0337207095,156420
156421,156421,0,-82.2229856688,39.0272895577,156421
156422,156422,0,-82.165306648,39.020831619,156422
156423,156423,0,-82.1076378905,39.0143469004,156423
156424,156424,0,-82.0499794361,39.0078354092,156424
156425,156425,0,-81.9923313245,39.0012971525,156425
156426,156426,0,-81.9346935953,38.9947321375,156426
156427,156427,0,-81.8770662881,38.9881403715,156427
156428,156428,0,-81.8194494424,38.9815218618,156428
156429,156429,0,-81.7618430978,38.9748766155,156429
157232,157232,0,-82.3300162573,39.0842751651,157232
157233,157233,0,-82.272282514,39.0778668666,157233
157234,157234,0,-82.214558973,39.0714317587,157234
157235,157235,0,-82.1568456742,39.0649698487,157235
157236,157236,0,-82.0991426572,39.0584811437,157236
157237,157237,0,-82.0414499621,39.0519656508,157237
157238,157238,0,-81.9837676284,39.0454233773,157238
157239,157239,0,-81.9260956959,39.0388543305,157239
157240,157240,0,-81.8684342042,39.0322585175,157240
157241,157241,0,-81.810783193,39.0256359457,157241
157242,157242,0,-81.7531427018,39.0189866224,157242
158044,158044,0,-82.3794262894,39.1348104779,158044
158045,158045,0,-82.3216480106,39.1284250614,158045
158046,158046,0,-82.2638799125,39.1220128133,158046
158047,158047,0,-82.2061220351,39.1155737406,158047
158048,158048,0,-82.1483744184,39.1091078505,158048
158049,158049,0,-82.0906371022,39.1026151502,158049
158050,158050,0,-82.0329101265,39.0960956469,158050
158051,158051,0,-81.9751935311,39.0895493478,158051
158052,158052,0,-81.9174873556,39.0829762602,158052
158053,158053,0,-81.8597916399,39.0763763913,158053
158054,158054,0,-81.8021064236,39.0697497485,158054
158055,158055,0,-81.7444317463,39.063096339,158055
158860,158860,0,-82.3710822753,39.1789641419,158860
158861,158861,0,-82.3132695832,39.1725747824,158861
158862,158862,0,-82.2554670902,39.1661585759,158862
158863,158863,0,-82.1976748365,39.1597155296,158863
158864,158864,0,-82.139892862,39.1532456507,158864
158865,158865,0,-82.0821212068,39.1467489463,158865
158866,158866,0,-82.0243599108,39.1402254237,158866
158867,158867,0,-81.9666090138,39.13367509,158867
158868,158868,0,-81.9088685557,39.1270979527,158868
158869,158869,0,-81.8511385762,39.120494019,158869
158870,158870,0,-81.7934191151,39.1138632962,158870
158871,158871,0,-81.7357102122,39.1072057916,158871
159676,159676,0,-82.3627281021,39.2231176655,159676
159677,159677,0,-82.3048809565,39.2167243542,159677
159678,159678,0,-82.2470440286,39.2103041807,159678
159679,159679,0,-82.1892173586,39.203857152,159679
159680,159680,0,-82.1314009864,39.1973832754,159680
159681,159681,0,-82.0735949522,39.1908825581,159681
159682,159682,0,-82.015799296,39.1843550073,159682
159683,159683,0,-81.9580140576,39.1778006302,159683
159684,159684,0,-81.900239277,39.1712194343,159684
159685,159685,0,-81.8424749941,39.1646114267,159685
159686,159686,0,-81.7847212486,39.1579766149,159686
159687,159687,0,-81.7269780803,39.1513150063,159687
160493,160493,0,-82.3543637514,39.2672710751,160493
160494,160494,0,-82.2964821122,39.2608738034,160494
160495,160495,0,-82.2386107093,39.254449654,160495
160496,160496,0,-82.1807495828,39.2479986342,160496
160497,160497,0,-82.1228987729,39.2415207511,160497
160498,160498,0,-82.0650583197,39.2350160119,160498
160499,160499,0,-82.0072282633,39.228484424,160499
160500,160500,0,-81.9494086436,39.2219259946,160500
160501,160501,0,-81.8915995007,39.2153407311,160501
160502,160502,0,-81.8338008745,39.2087286407,160502
160503,160503,0,-81.7760128048,39.2020897309,160503
160504,160504,0,-81.7182353314,39.195424009,160504
161309,161309,0,-82.4039155921,39.317798738,161309
161310,161310,0,-82.3459892046,39.3114243973,161310
161311,161311,0,-82.2880730316,39.3050231563,161311
161312,161312,0,-82.2301671134,39.2985950223,161312
161313,161313,0,-82.1722714904,39.2921400024,161313
161314,161314,0,-82.1143862026,39.2856581039,161314
161315,161315,0,-82.0565112904,39.2791493341,161315
161316,161316,0,-81.9986467938,39.2726137002,161316
161317,161317,0,-81.9407927529,39.2660512095,161317
161318,161318,0,-81.8829492077,39.2594618693,161318
161319,161319,0,-81.8251161983,39.2528456871,161319
161320,161320,0,-81.7672937646,39.2462026702,161320
161321,161321,0,-81.7094819464,39.2395328261,161321
162125,162125,0,-82.4535365965,39.3683073421,162125
162126,162126,0,-82.3955654235,39.3619559617,162126
162127,162127,0,-82.3376044433,39.3555776584,162127
162128,162128,0,-82.2796536961,39.3491724394,162128
162129,162129,0,-82.2217132225,39.3427403119,162129
162130,162130,0,-82.1637830626,39.3362812832,162130
162131,162131,0,-82.1058632569,39.3297953605,162131
162132,162132,0,-82.0479538455,39.323282551,162132
162133,162133,0,-81.9900548686,39.3167428621,162133
162134,162134,0,-81.9321663664,39.3101763011,162134
162135,162135,0,-81.874288379,39.3035828754,162135
162136,162136,0,-81.8164209465,39.2969625923,162136
162137,162137,0,-81.7585641088,39.2903154592,162137
162138,162138,0,-81.700717906,39.2836414837,162138
162139,162139,0,-81.6428823779,39.2769406731,162139
162140,162140,0,-81.5850575644,39.2702130349,162140
162941,162941,0,-82.4452108868,39.4124684961,162941
162942,162942,0,-82.3872050622,39.4061131598,162942
162943,162943,0,-82.3292094489,39.3997308851,162943
162944,162944,0,-82.2712240872,39.3933216793,162944
162945,162945,0,-82.2132490177,39.3868855495,162945
162946,162946,0,-82.1552842808,39.380422503,162946
162947,162947,0,-82.0973299168,39.3739325471,162947
162948,162948,0,-82.039385966,39.3674156891,162948
162949,162949,0,-81.9814524687,39.3608719362,162949
162950,162950,0,-81.9235294651,39.3543012959,162950
162951,162951,0,-81.8656169954,39.3477037756,162951
162952,162952,0,-81.8077150997,39.3410793825,162952
162953,162953,0,-81.7498238182,39.3344281242,162953
162954,162954,0,-81.6919431907,39.3277500082,162954
162955,162955,0,-81.6340732574,39.3210450418,162955
162956,162956,0,-81.5762140581,39.3143132325,162956
163755,163755,0,-82.4949257125,39.4629619996,163755
163756,163756,0,-82.4368750065,39.4566296598,163756
163757,163757,0,-82.3788344897,39.4502703588,163757
163758,163758,0,-82.3208042027,39.443884104,163758
163759,163759,0,-82.2627841861,39.4374709025,163759
163760,163760,0,-82.2047744804,39.4310307615,163760
163761,163761,0,-82.146775126,39.4245636884,163761
163762,163762,0,-82.0887861634,39.4180696904,163762
163763,163763,0,-82.030807633,39.4115487748,163763
163764,163764,0,-81.9728395751,39.405000949,163764
163765,163765,0,-81.9148820299,39.3984262204,163765
163766,163766,0,-81.8569350378,39.3918245963,163766
163767,163767,0,-81.7989986389,39.3851960842,163767
163768,163768,0,-81.7410728734,39.3785406916,163768
163769,163769,0,-81.6831577814,39.3718584258,163769
163770,163770,0,-81.6252534029,39.3651492944,163770
163771,163771,0,-81.5673597779,39.358413305,163771
163772,163772,0,-81.5094769464,39.351650465,163772
163774,163774,0,-81.3937438237,39.3380442638,163774
163775,163775,0,-81.335893612,39.3312009178,163775
164568,164568,0,-82.6028157696,39.5197187943,164568
164569,164569,0,-82.5447100188,39.5134364714,164569
164570,164570,0,-82.4866143944,39.5071271576,164570
164571,164571,0,-82.428528937,39.5007908599,164571
164572,164572,0,-82.3704536874,39.4944275855,164572
164573,164573,0,-82.3123886862,39.4880373417,164573
164574,164574,0,-82.2543339741,39.4816201356,164574
164575,164575,0,-82.1962895916,39.4751759746,164575
164576,164576,0,-82.1382555794,39.4687048659,164576
164577,164577,0,-82.0802319779,39.4622068168,164577
164578,164578,0,-82.0222188275,39.4556818347,164578
164579,164579,0,-81.9642161686,39.449129927,164579
164580,164580,0,-81.9062240417,39.4425511009,164580
164581,164581,0,-81.848242487,39.4359453641,164581
164582,164582,0,-81.7902715447,39.4293127238,164582
164583,164583,0,-81.7323112552,39.4226531876,164583
164584,164584,0,-81.6743616585,39.415966763,164584
164585,164585,0,-81.6164227948,39.4092534575,164585
164586,164586,0,-81.5584947041,39.4025132785,164586
164587,164587,0,-81.5005774266,39.3957462338,164587
164588,164588,0,-81.4426710022,39.3889523309,164588
164589,164589,0,-81.3847754707,39.3821315774,164589
164590,164590,0,-81.3268908722,39.3752839809,164590
164591,164591,0,-81.2690172464,39.3684095492,164591
165382,165382,0,-82.6527146078,39.5701511549,165382
165383,165383,0,-82.5945639241,39.5638919106,165383
165384,165384,0,-82.5364233442,39.5576056524,165384
165385,165385,0,-82.4782929092,39.5512923875,165385
165386,165386,0,-82.4201726597,39.5449521232,165386
165387,165387,0,-82.3620626365,39.5385848665,165387
165388,165388,0,-82.3039628806,39.5321906248,165388
165389,165389,0,-82.2458734324,39.5257694054,165389
165390,165390,0,-82.1877943327,39.5193212153,165390
165391,165391,0,-82.1297256221,39.5128460621,165391
165392,165392,0,-82.0716673412,39.506343953,165392
165393,165393,0,-82.0136195304,39.4998148954,165393
165394,165394,0,-81.9555822303,39.4932588966,165394
165395,165395,0,-81.8975554813,39.4866759641,165395
165396,165396,0,-81.8395393237,39.4800661054,165396
165397,165397,0,-81.7815337978,39.4734293278,165397
165398,165398,0,-81.723538944,39.4667656389,165398
165399,165399,0,-81.6655548026,39.4600750462,165399
165400,165400,0,-81.6075814136,39.4533575573,165400
165401,165401,0,-81.5496188173,39.4466131796,165401
165402,165402,0,-81.4916670537,39.4398419208,165402
165403,165403,0,-81.4337261629,39.4330437885,165403
165404,165404,0,-81.3757961849,39.4262187904,165404
165405,165405,0,-81.3178771596,39.4193669341,165405
165406,165406,0,-81.259969127,39.4124882273,165406
165407,165407,0,-81.202072127,39.4055826778,165407
166198,166198,0,-82.6444875469,39.614328316,166198
166199,166199,0,-82.5863019747,39.6080651432,166199
166200,166200,0,-82.5281265249,39.6017749409,166200
166201,166201,0,-82.4699612383,39.5954577163,166201
166202,166202,0,-82.4118061559,39.5891134765,166202
166203,166203,0,-82.3536613186,39.5827422288,166203
166204,166204,0,-82.2955267671,39.5763439803,166204
166205,166205,0,-82.2374025422,39.5699187385,166205
166206,166206,0,-82.1792886847,39.5634665105,166206
166207,166207,0,-82.1211852352,39.5569873038,166207
166208,166208,0,-82.0630922344,39.5504811257,166208
166209,166209,0,-82.0050097228,39.5439479835,166209
166210,166210,0,-81.9469377409,39.5373878846,166210
166211,166211,0,-81.8888763294,39.5308008366,166211
166212,166212,0,-81.8308255286,39.5241868468,166212
166213,166213,0,-81.7727853788,39.5175459227,166213
166214,166214,0,-81.7147559206,39.510878072,166214
166215,166215,0,-81.6567371942,39.5041833019,166215
166216,166216,0,-81.5987292398,39.4974616203,166216
166217,166217,0,-81.5407320977,39.4907130346,166217
166218,166218,0,-81.482745808,39.4839375524,166218
166219,166219,0,-81.4247704108,39.4771351814,166219
166220,166220,0,-81.3668059463,39.4703059293,166220
166222,166222,0,-81.2509099751,39.4565668124,166222
166223,166223,0,-81.1929785484,39.4496569631,166223
166224,166224,0,-81.1350582141,39.4427202635,166224
167014,167014,0,-82.6362504046,39.658505629,167014
167015,167015,0,-82.578029903,39.6522385191,167015
167016,167016,0,-82.5198195422,39.645944364,167016
167017,167017,0,-82.4616193633,39.6396231707,167017
167018,167018,0,-82.4034294072,39.6332749467,167018
167019,167019,0,-82.3452497148,39.626899699,167019
167020,167020,0,-82.287080327,39.6204974349,167020
167021,167021,0,-82.2289212847,39.6140681618,167021
167022,167022,0,-82.1707726287,39.6076118869,167022
167023,167023,0,-82.1126343996,39.6011286177,167023
167024,167024,0,-82.0545066383,39.5946183615,167024
167025,167025,0,-81.9963893853,39.5880811256,167025
167026,167026,0,-81.9382826813,39.5815169176,167026
167027,167027,0,-81.8801865668,39.5749257449,167027
167028,167028,0,-81.8221010823,39.5683076149,167028
167029,167029,0,-81.7640262684,39.5616625352,167029
167030,167030,0,-81.7059621654,39.5549905133,167030
167031,167031,0,-81.6479088137,39.5482915567,167031
167032,167032,0,-81.5898662537,39.5415656731,167032
167033,167033,0,-81.5318345256,39.53481287,167033
167034,167034,0,-81.4738136697,39.5280331551,167034
167035,167035,0,-81.4158037261,39.521226536,167035
167036,167036,0,-81.357804735,39.5143930205,167036
167039,167039,0,-81.1838738773,39.4937311723,167039
167040,167040,0,-81.1259190967,39.4867901482,167040
167041,167041,0,-81.0679754684,39.4798222665,167041
167829,167829,0,-82.6862687528,39.7089271085,167829
167830,167830,0,-82.6280031625,39.702683121,167830
167831,167831,0,-82.5697476905,39.6964120653,167831
167832,167832,0,-82.5115023777,39.6901139485,167832
167833,167833,0,-82.4532672655,39.6837887778,167833
167834,167834,0,-82.3950423947,39.6774365606,167834
167835,167835,0,-82.3368278063,39.671057304,167835
167836,167836,0,-82.2786235415,39.6646510154,167836
167837,167837,0,-82.2204296409,39.6582177021,167837
167838,167838,0,-82.1622461456,39.6517573713,167838
167839,167839,0,-82.1040730963,39.6452700306,167839
167840,167840,0,-82.0459105338,39.6387556872,167840
167841,167841,0,-81.9877584988,39.6322143486,167841
167842,167842,0,-81.929617032,39.6256460223,167842
167843,167843,0,-81.8714861741,39.6190507157,167843
167844,167844,0,-81.8133659656,39.6124284364,167844
167845,167845,0,-81.755256447,39.6057791918,167845
167846,167846,0,-81.6971576589,39.5991029895,167846
167847,167847,0,-81.6390696416,39.5923998371,167847
167848,167848,0,-81.5809924357,39.5856697421,167848
167849,167849,0,-81.5229260814,39.5789127123,167849
167850,167850,0,-81.464870619,39.5721287553,167850
167851,167851,0,-81.4068260889,39.5653178787,167851
167852,167852,0,-81.3487925312,39.5584800903,167852
167855,167855,0,-81.1747580937,39.5378053316,167855
167856,167856,0,-81.1167688268,39.5308599735,167856
167857,167857,0,-81.0587907325,39.5238877424,167857
168643,168643,0,-82.6780464227,39.7531087455,168643
168644,168644,0,-82.6197458023,39.7468608191,168644
168645,168645,0,-82.5614553186,39.7405858087,168645
168646,168646,0,-82.5031750128,39.7342837215,168646
168647,168647,0,-82.4449049261,39.7279545646,168647
168648,168648,0,-82.3866450997,39.7215983453,168648
168649,168649,0,-82.3283955745,39.715215071,168649
168650,168650,0,-82.2701563916,39.7088047488,168650
168651,168651,0,-82.2119275919,39.7023673863,168651
168652,168652,0,-82.1537092165,39.6959029906,168652
168653,168653,0,-82.0955013062,39.6894115693,168653
168654,168654,0,-82.0373039018,39.6828931297,168654
168655,168655,0,-81.9791170442,39.6763476793,168655
168656,168656,0,-81.920940774,39.6697752255,168656
168657,168657,0,-81.862775132,39.6631757759,168657
168658,168658,0,-81.8046201588,39.656549338,168658
168659,168659,0,-81.7464758951,39.6498959192,168659
168660,168660,0,-81.6883423814,39.6432155273,168660
168661,168661,0,-81.6302196582,39.6365081697,168661
168662,168662,0,-81.572107766,39.6297738541,168662
168663,168663,0,-81.5140067452,39.6230125882,168663
168664,168664,0,-81.4559166362,39.6162243797,168664
168665,168665,0,-81.3978374793,39.6094092362,168665
168670,168670,0,-81.1076073841,39.5749297658,168670
168671,168671,0,-81.0495947839,39.5679531758,168671
168672,168672,0,-80.9915934167,39.5609497055,168672
169457,169457,0,-82.669813997,39.7972906244,169457
169458,169458,0,-82.6114783053,39.7910387504,169458
169459,169459,0,-82.5531527687,39.7847597766,169459
169460,169460,0,-82.4948374288,39.77845371,169460
169461,169461,0,-82.4365323266,39.772120558,169461
169462,169462,0,-82.3782375034,39.7657603278,169462
169463,169463,0,-82.3199530003,39.7593730267,169463
169464,169464,0,-82.2616788584,39.7529586621,169464
169465,169465,0,-82.2034151187,39.7465172413,169465
169466,169466,0,-82.1451618223,39.7400487717,169466
169467,169467,0,-82.0869190101,39.7335532607,169467
169468,169468,0,-82.0286867231,39.7270307158,169468
169469,169469,0,-81.970465002,39.7204811444,169469
169470,169470,0,-81.9122538877,39.713904554,169470
169471,169471,0,-81.854053421,39.7073009522,169471
169472,169472,0,-81.7958636426,39.7006703464,169472
169473,169473,0,-81.7376845932,39.6940127443,169473
169474,169474,0,-81.6795163134,39.6873281533,169474
169475,169475,0,-81.6213588438,39.6806165813,169475
169476,169476,0,-81.5632122249,39.6738780357,169476
169477,169477,0,-81.5050764973,39.6671125244,169477
169478,169478,0,-81.4469517012,39.6603200549,169478
169479,169479,0,-81.3888378773,39.653500635,169479
169487,169487,0,-80.9243271103,39.5979759969,169487
170279,170279,0,-82.2531909229,39.7971127822,170279
170280,170280,0,-82.1948922022,39.7906672942,170280
170281,170281,0,-82.1366039439,39.7841947416,170281
170282,170282,0,-82.078326189,39.7776951319,170282
170283,170283,0,-82.0200589783,39.7711684725,170283
170284,170284,0,-81.961802353,39.764614771,170284
170285,170285,0,-81.9035563539,39.7580340348,170285
170286,170286,0,-81.8453210218,39.7514262714,170286
170287,170287,0,-81.7870963975,39.7447914885,170287
170288,170288,0,-81.7288825217,39.7381296937,170288
170289,170289,0,-81.6706794353,39.7314408945,170289
170293,170293,0,-81.4379757942,39.7044158075,170293
170302,170302,0,-80.9150395647,39.642032622,170302
170303,170303,0,-80.8569917745,39.6349665762,170303
144367,144367,0,-82.5769469957,38.3904444892,144367
144368,144368,0,-82.5197378384,38.3841513757,144368
145171,145171,0,-82.6260593977,38.4408786064,145171
145172,145172,0,-82.5688066676,38.4346083141,145172
145173,145173,0,-82.5115637508,38.4283114171,145173
145174,145174,0,-82.4543306863,38.4219879221,145174
145175,145175,0,-82.3971075132,38.4156378359,145175
145974,145974,0,-82.6752394106,38.4912930779,145974
145975,145975,0,-82.6179430724,38.4850456349,145975
145976,145976,0,-82.5606565261,38.4787715656,145976
145977,145977,0,-82.5033798107,38.4724708767,145977
145978,145978,0,-82.4461129654,38.4661435751,145978
145979,145979,0,-82.3888560292,38.4597896675,145979
145980,145980,0,-82.331609041,38.4534091607,145980
146759,146759,0,-83.7582325679,38.6491657251,146759
146760,146760,0,-83.7007234755,38.6434219498,146760
146761,146761,0,-83.6432234405,38.6376514092,146761
146767,146767,0,-83.2984156675,38.6024664498,146767
146775,146775,0,-82.8391962642,38.5540570627,146775
146776,146776,0,-82.7818368602,38.5478858134,146776
146777,146777,0,-82.7244871478,38.5416879027,146777
146778,146778,0,-82.6671471664,38.5354633373,146778
146779,146779,0,-82.6098169553,38.5292121239,146779
146780,146780,0,-82.5524965536,38.5229342693,146780
146781,146781,0,-82.4951860007,38.5166297803,146781
146782,146782,0,-82.4378853355,38.5102986636,146782
146783,146783,0,-82.3805945971,38.5039409262,146783
146784,146784,0,-82.3233138248,38.4975565748,146784
147563,147563,0,-83.750778149,38.6934044156,147563
147564,147564,0,-83.6932348219,38.6876571485,147564
147565,147565,0,-83.6357005685,38.6818831008,147565
147566,147566,0,-83.5781754287,38.676082279,147566
147568,147568,0,-83.46315265,38.6644003381,147568
147569,147569,0,-83.4056550909,38.6585192317,147569
147570,147570,0,-83.3481668052,38.6526113767,147570
147571,147571,0,-83.2906878326,38.6466767795,147571
147572,147572,0,-83.233218213,38.6407154465,147572
147573,147573,0,-83.1757579861,38.6347273842,147573
147574,147574,0,-83.1183071916,38.6287125992,147574
147578,147578,0,-82.8885991299,38.604386363,147578
147579,147579,0,-82.8311960914,38.598238063,147579
147580,147580,0,-82.7738027227,38.5920630799,147580
147581,147581,0,-82.716419063,38.5858614204,147581
147582,147582,0,-82.6590451519,38.5796330912,147582
147583,147583,0,-82.6016810287,38.5733780991,147583
147584,147584,0,-82.5443267325,38.5670964509,147584
147585,147585,0,-82.4869823028,38.5607881534,147585
147586,147586,0,-82.4296477786,38.5544532134,147586
147587,147587,0,-82.3723231991,38.5480916377,147587
147588,147588,0,-82.3150086036,38.5417034332,147588
148369,148369,0,-83.6281685828,38.726114449,148369
148370,148370,0,-83.570609201,38.7203100971,148370
148371,148371,0,-83.5130589895,38.7144789621,148371
148372,148372,0,-83.4555179881,38.7086210503,148372
148373,148373,0,-83.397986237,38.7027363682,148373
148374,148374,0,-83.3404637759,38.6968249222,148374
148375,148375,0,-83.2829506448,38.6908867188,148375
148376,148376,0,-83.2254468835,38.6849217644,148376
148377,148377,0,-83.1679525319,38.6789300656,148377
148378,148378,0,-83.1104676297,38.672911629,148378
148379,148379,0,-83.0529922166,38.666866461,148379
148382,148382,0,-82.8806233089,38.6485706353,148382
148383,148383,0,-82.8231862489,38.6424186082,148383
148384,148384,0,-82.765758876,38.6362398831,148384
148385,148385,0,-82.7083412298,38.6300344665,148385
148386,148386,0,-82.6509333496,38.6238023653,148386
148387,148387,0,-82.5935352749,38.6175435863,148387
148388,148388,0,-82.536147045,38.6112581361,148388
148389,148389,0,-82.4787686993,38.6049460217,148389
148390,148390,0,-82.421400277,38.5986072499,148390
148391,148391,0,-82.3640418173,38.5922418275,148391
149170,149170,0,-83.6782302774,38.776126565,149170
149171,149171,0,-83.620627467,38.77034548,149171
149172,149172,0,-83.5630338032,38.7645375902,149172
149173,149173,0,-83.5054493262,38.758702902,149173
149174,149174,0,-83.4478740761,38.7528414218,149174
149175,149175,0,-83.3903080929,38.746953156,149175
149176,149176,0,-83.3327514166,38.7410381111,149176
149177,149177,0,-83.2752040871,38.7350962936,149177
149178,149178,0,-83.2176661444,38.7291277099,149178
149179,149179,0,-83.1601376283,38.7231323666,149179
149180,149180,0,-83.1026185787,38.7171102703,149180
149181,149181,0,-83.0451090353,38.7110614275,149181
149182,149182,0,-82.987609038,38.7049858448,149182
149184,149184,0,-82.8726378403,38.6927544866,149184
149185,149185,0,-82.8151667192,38.6865987243,149185
149186,149186,0,-82.7577053027,38.6804162489,149186
149187,149187,0,-82.7002536304,38.674207067,149187
149188,149188,0,-82.6428117418,38.6679711855,149188
149189,149189,0,-82.5853796763,38.6617086111,149189
149193,149193,0,-82.3557504336,38.6363915215,149193
149969,149969,0,-83.7283606256,38.826118624,149969
149970,149970,0,-83.6707143536,38.8203608352,149970
149971,149971,0,-83.6130772045,38.8145762199,149971
149972,149972,0,-83.5554492186,38.8087647844,149972
149973,149973,0,-83.4978304361,38.8029265352,149973
149974,149974,0,-83.4402208972,38.7970614787,149974
149975,149975,0,-83.382620642,38.7911696214,149975
149976,149976,0,-83.3250297104,38.7852509696,149976
149977,149977,0,-83.2674481426,38.77930553,149977
149978,149978,0,-83.2098759786,38.773333309,149978
149979,149979,0,-83.1523132582,38.7673343131,149979
149980,149980,0,-83.0947600214,38.761308549,149980
149981,149981,0,-83.037216308,38.7552560233,149981
149982,149982,0,-82.9796821579,38.7491767426,149982
149983,149983,0,-82.9221576109,38.7430707135,149983
149984,149984,0,-82.8646427066,38.7369379428,149984
149985,149985,0,-82.8071374849,38.7307784371,149985
149986,149986,0,-82.7496419852,38.7245922031,149986
149987,149987,0,-82.6921562474,38.7183792476,149987
149988,149988,0,-82.6346803108,38.7121395775,149988
149989,149989,0,-82.5772142151,38.7058731994,149989
150771,150771,0,-83.7208699742,38.8703561599,150771
150772,150772,0,-83.6631893067,38.8645948484,150772
150773,150773,0,-83.6055177788,38.8588066949,150773
150774,150774,0,-83.5478554306,38.852991706,150774
150775,150775,0,-83.4902023025,38.847149888,150775
150776,150776,0,-83.4325584346,38.8412812473,150776
150777,150777,0,-83.3749238673,38.8353857904,150777
150778,150778,0,-83.3172986405,38.8294635238,150778
150779,150779,0,-83.2596827944,38.8235144541,150779
150780,150780,0,-83.2020763691,38.8175385877,150780
150781,150781,0,-83.1444794045,38.8115359313,150781
150782,150782,0,-83.0868919406,38.8055064914,150782
150783,150783,0,-83.0293140174,38.7994502746,150783
150784,150784,0,-82.9717456748,38.7933672877,150784
150785,150785,0,-82.9141869525,38.7872575372,150785
150786,150786,0,-82.8566378904,38.7811210299,150786
150787,150787,0,-82.7990985284,38.7749577725,150787
150788,150788,0,-82.741568906,38.7687677717,150788
150789,150789,0,-82.684049063,38.7625510343,150789
150790,150790,0,-82.626539039,38.7563075672,150790
150791,150791,0,-82.5690388736,38.7500373771,150791
151572,151572,0,-83.7133702237,38.9145934729,151572
151573,151573,0,-83.6556551204,38.9088286309,151573
151574,151574,0,-83.5979491732,38.9030369315,151574
151575,151575,0,-83.5402524225,38.8972183812,151575
151576,151576,0,-83.4825649085,38.8913729864,151576
151577,151577,0,-83.4248866716,38.8855007537,151577
151578,151578,0,-83.367217752,38.8796016893,151578
151579,151579,0,-83.3095581899,38.8736758,151579
151580,151580,0,-83.2519080255,38.8677230921,151580
151581,151581,0,-83.1942672988,38.8617435724,151581
151582,151582,0,-83.13663605,38.8557372472,151582
151583,151583,0,-83.0790143192,38.8497041234,151583
151584,151584,0,-83.0214021463,38.8436442075,151584
151585,151585,0,-82.9637995712,38.8375575061,151585
151586,151586,0,-82.9062066339,38.831444026,151586
151587,151587,0,-82.8486233743,38.8253037739,151587
151588,151588,0,-82.7910498322,38.8191367565,151588
151589,151589,0,-82.7334860474,38.8129429807,151589
151590,151590,0,-82.6759320596,38.8067224531,151590
151591,151591,0,-82.6183879085,38.8004751806,151591
151592,151592,0,-82.5608536339,38.79420117,151592
151593,151593,0,-82.5033292753,38.7879004283,151593
152370,152370,0,-83.8213878724,38.9702867063,152370
152371,152371,0,-83.7636200691,38.9645720906,152371
152372,152372,0,-83.7058613574,38.9588305894,152372
152373,152373,0,-83.648111778,38.953062209,152373
152374,152374,0,-83.5903713712,38.9472669559,152374
152375,152375,0,-83.5326401776,38.9414448364,152375
152376,152376,0,-83.4749182375,38.935595857,152376
152377,152377,0,-83.4172055913,38.9297200242,152377
152378,152378,0,-83.3595022792,38.9238173444,152378
152379,152379,0,-83.3018083416,38.9178878243,152379
152380,152380,0,-83.2441238187,38.9119314703,152380
152381,152381,0,-83.1864487507,38.905948289,152381
152382,152382,0,-83.1287831777,38.8999382872,152382
152383,152383,0,-83.0711271399,38.8939014712,152383
152384,152384,0,-83.0134806772,38.887837848,152384
152385,152385,0,-82.9558438298,38.881747424,152385
152386,152386,0,-82.8982166376,38.8756302061,152386
152387,152387,0,-82.8405991406,38.8694862009,152387
152388,152388,0,-82.7829913787,38.8633154153,152388
152389,152389,0,-82.7253933917,38.857117856,152389
152390,152390,0,-82.6678052194,38.8508935298,152390
152391,152391,0,-82.6102269017,38.8446424436,152391
152392,152392,0,-82.5526584782,38.8383646042,152392
152393,152393,0,-82.4950999886,38.8320600185,152393
152394,152394,0,-82.4375514726,38.8257286934,152394
153170,153170,0,-83.8717503775,39.0202219218,153170
153171,153171,0,-83.8139389569,39.0145306985,153171
153172,153172,0,-83.7561366038,39.0088125677,153172
